model_no,chipset,memory,memory_type,core_clock,boost_clock
41989,GeForce 8400 GS,0.5,,520,
41990,GeForce GTX 1080 Ti,11,,1480,1582
41991,Radeon RX 6500 XT,4,,2310,2815
41992,GeForce RTX 4070 Ti,12,,2310,2640
41993,GeForce 9800 GTX+,0.5,,,
41994,GeForce GT 220,1,,625,
41995,GeForce GTX 670,2,,980,
41996,Radeon HD 6770,1,,,
41997,GeForce GTX 750 Ti,2,,1059,1137
41998,GeForce GTX 960,2,,1216,1279
41999,GeForce GTX 960,4,,1216,1279
42000,GeForce GTX 1070,8,,1531,1746
42001,GeForce GTX 1080,8,,1721,1860
42002,Radeon RX 470,4,,926,1270
42003,GeForce GTX 1050,2,,1354,1556
42004,Radeon RX 480,8,,1120,1288
42005,GeForce GTX 1070,8,,1506,1683
42006,Radeon R7 350,2,,925,
42007,GeForce GTX 1050 Ti,4,,1303,1417
42008,GeForce RTX 2070,8,,1410,1860
42009,GeForce RTX 2060,6,,1365,1830
42010,Radeon VII,16,,1400,1801
42011,Radeon RX 5500 XT,4,,1607,1845
42012,Radeon RX 6800 XT,16,,1825,2250
42013,GeForce RTX 3060 Ti,8,,1410,1680
42014,Radeon RX 6750 XT,12,,2150,2623
42015,Radeon RX 6700 XT,12,,2321,2581
42016,Quadro K4000,3,,810,
42017,Radeon R9 295X2,8,,947,1018
42018,Radeon RX 570,4,,1168,1320
42019,GeForce RTX 3080 12GB LHR,12,,1260,1710
42020,GeForce FX 5200,0.25,,,
42021,GeForce GTX 660 Ti,2,,1028,
42022,GeForce GTX 750,2,,1059,1137
42023,GeForce GTX 1080,8,,1759,1936
42024,GeForce GTX 1080,8,,1708,1847
42025,GeForce GTX 1070,8,,1506,1683
42026,Radeon RX 480,4,,1120,1290
42027,GeForce GTX 1050,2,,1354,1493
42028,GeForce GTX 1050 Ti,4,,1379,1493
42029,Radeon RX 560 - 1024,4,,1175,1300
42030,Quadro M5000,8,,861,1038
42031,GeForce RTX 2080,8,,1515,1710
42032,GeForce GTX 1660 Ti,6,,1500,1770
42033,GeForce GTX 1660 Ti,6,,1500,1860
42034,Radeon RX 590,8,,1469,1580
42035,GeForce GTX 1660,6,,1530,1845
42036,GeForce GTX 1650 G5,4,,1665,1815
42037,GeForce GTX 1650 G5,4,,1665,1680
42038,GeForce GTX 1660 SUPER,6,,1530,1785
42039,Radeon RX 5500 XT,4,,1607,1845
42040,GeForce RTX 3080 10GB,10,,1440,1710
42041,GeForce RTX 3080 10GB,10,,1440,1755
42042,GeForce RTX 3070,8,,1500,1725
42043,Radeon RX 6800 XT,16,,1825,2250
42044,GeForce RTX 3080 Ti,12,,1365,1695
42045,GeForce RTX 3090,24,,1395,1695
42046,GeForce RTX 3060 Ti,8,,1410,1680
42047,Radeon RX 6600,8,,1626,2491
42048,GeForce RTX 4080,16,,2205,2640
42049,Arc A380,6,,2000,
42050,FirePro W7100,8,,920,
42051,Radeon RX VEGA 64,8,,1406,1677
42052,GeForce GTX 1060 6GB,6,,1506,1708
42053,GeForce GT 710,2,,954,
42054,Radeon R9 280X,3,,950,1070
42055,Radeon R9 390,8,,1050,
42056,GeForce GT 710,2,,954,
42057,Radeon RX 6900 XT,16,,1825,2495
42058,Radeon RX 7600,8,,1720,
42059,GeForce GT 1030,2,,1252,1506
42060,GeForce RTX 3050 8GB,8,,1550,
42061,GeForce GTX 560 Ti,1,,830,
42062,GeForce GT 440,2,,810,
42063,GeForce GT 740,4,,1006,
42064,GeForce GT 730,1,,902,
42065,GeForce GTX 980 Ti,6,,1190,1291
42066,GeForce GTX 1080 Ti,11,,1607,1721
42067,Radeon RX VEGA 56,8,,1156,1501
42068,Radeon RX 550 - 512,2,,1183,
42069,Radeon RX 570,8,,1244,1281
42070,GeForce RTX 2060,6,,1365,1845
42071,Radeon RX 5700 XT,8,,1605,1905
42072,GeForce RTX 2060 SUPER,8,,1470,1650
42073,GeForce RTX 2080 SUPER,8,,1650,1845
42074,GeForce GTX 1660 SUPER,6,,1530,1785
42075,GeForce RTX 2080 SUPER,8,,1650,1815
42076,GeForce RTX 2070,8,,1410,1680
42077,GeForce RTX 2060 SUPER,8,,1470,1680
42078,Radeon RX 6800,16,,1700,2105
42079,GeForce GTX 1650 G6,4,,1410,1590
42080,Radeon RX 6700 XT,12,,2330,2615
42081,GeForce RTX 3060 Ti LHR,8,,1410,1695
42082,Radeon RX 6650 XT,8,,2055,2694
42083,GeForce RTX 3080 12GB LHR,12,,1260,1755
42084,GeForce RTX 4090,24,,2235,2550
42085,GeForce RTX 4070,12,,1920,2595
42086,GeForce RTX 2080,8,,1710,1830
42087,GeForce GTX 1070,8,,1607,1797
42088,GeForce RTX 2080 SUPER,8,,1650,1815
42089,GeForce GTX 680,2,,1006,
42090,GeForce GTX 1660 Ti,6,,1500,1770
42091,GeForce GTX 580,1.5,,782,
42092,GeForce GT 610,0.5,,810,
42093,GeForce GTX 770,2,,1098,
42094,GeForce GTX 750 Ti,2,,1033,1111
42095,GeForce GTX 970,4,,1216,1367
42096,Radeon R9 290X,4,,1000,
42097,GeForce GTX 960,2,,1216,1279
42098,GeForce GTX Titan X,12,,1000,1075
42099,GeForce GTX 980 Ti,6,,1000,1075
42100,GeForce GTX 1060 6GB,6,,1632,1860
42101,Radeon RX 480,4,,1120,1291
42102,Radeon RX 580,4,,1257,1355
42103,GeForce GTX 1080 Ti,11,,1544,1657
42104,GeForce GTX 1060 6GB,6,,1594,1809
42105,GeForce GTX 1080,8,,1607,1771
42106,GeForce GTX 1070 Ti,8,,1607,1721
42107,Radeon RX 560 - 1024,4,,1295,
42108,Radeon RX 550 - 512,4,,1100,1206
42109,GeForce RTX 2060 SUPER,8,,1500,1680
42110,GeForce RTX 2060,6,,1365,1725
42111,GeForce GTX 1660,6,,1530,1785
42112,Radeon RX 5500 XT,8,,1607,1865
42113,GeForce GTX 1650 SUPER,4,,1530,1770
42114,GeForce GTX 1660,6,,1530,1785
42115,GeForce RTX 3070,8,,1500,1770
42116,GeForce RTX 3080 10GB LHR,10,,1440,1785
42117,GeForce RTX 3080 12GB LHR,12,,1260,1905
42118,GeForce RTX 3080 Ti,12,,1365,1785
42119,Radeon RX 580,8,,1257,
42120,Radeon RX 6700 XT,12,,2321,2581
42121,GeForce RTX 4060 Ti,8,,2310,2550
42122,GeForce GTX 1080 Ti,11,,1480,1582
42123,RTX A5000,24,,1170,1695
42124,GeForce RTX 2060,6,,1365,1710
42125,GeForce RTX 4070,12,,1920,2505
42126,GeForce RTX 3050 8GB,8,,1550,1777
42127,Radeon RX 6650 XT,8,,2055,2694
42128,GeForce RTX 4070 Ti,12,,2310,2775
42129,GeForce GTX 780,3,,941,
42130,GeForce RTX 2070,8,,1410,1740
42131,GeForce RTX 2080 SUPER,8,,1650,1830
42132,Radeon RX 6900 XT,16,,1825,2500
42133,GeForce RTX 3060 Ti LHR,8,,1410,1695
42134,GeForce RTX 3080 10GB LHR,10,,1440,1845
42135,GeForce GT 520,0.5,,810,
42136,GeForce GTX 780 Ti,3,,1020,1085
42137,GeForce GTX 750 Ti,2,,1176,1255
42138,GeForce GTX 970,4,,1076,1216
42139,GeForce GTX 960,2,,1177,1240
42140,GeForce GTX 950,2,,1102,1279
42141,GeForce GTX 960,4,,1178,1241
42142,GeForce GTX Titan X,12,,1165,1226
42143,GeForce GTX 1060 6GB,6,,1569,1784
42144,Radeon RX 470,8,,926,1254
42145,Radeon RX 480,8,,1120,1330
42146,Radeon RX 480,4,,1120,1320
42147,GeForce GTX 1060 3GB,3,,1506,1708
42148,Radeon RX 570,4,,1168,1254
42149,Radeon RX 580,8,,1257,1360
42150,GeForce GTX 1050 Ti,4,,1290,1392
42151,GeForce GT 710,2,,954,
42152,GeForce GTX 1080 Ti,11,,1582,1695
42153,Radeon RX VEGA 56,8,,1297,1573
42154,GeForce GTX 1070 Ti,8,,1721,1860
42155,GeForce GTX 1050,3,,1455,1569
42156,GeForce RTX 2080,8,,1515,1845
42157,GeForce RTX 2080,8,,1515,
42158,Radeon RX 590,8,,1469,1576
42159,GeForce GTX 1060 6GB,6,,1506,1797
42160,GeForce RTX 2070,8,,1410,1740
42161,GeForce GTX 1660 Ti,6,,1500,1815
42162,Radeon RX 580,8,,1257,1380
42163,GeForce RTX 2080 SUPER,8,,1650,1860
42164,GeForce RTX 2070 SUPER,8,,1605,1800
42165,Radeon RX 5700,8,,1610,1750
42166,Radeon RX 5500 XT,4,,1685,1845
42167,GeForce GTX 1660 SUPER,6,,1530,1785
42168,GeForce RTX 2060 SUPER,8,,1650,1815
42169,GeForce RTX 3080 10GB,10,,1440,1740
42170,GeForce RTX 3080 10GB,10,,1440,1710
42171,GeForce RTX 2060,6,,1365,1750
42172,GeForce RTX 3060 Ti,8,,1410,1725
42173,GeForce RTX 3070 Ti,8,,1575,1770
42174,GeForce RTX 3070,8,,1500,1740
42175,GeForce RTX 4070,12,,1920,
42176,GeForce RTX 4070 Ti,12,,2310,2625
42177,GeForce RTX 3060 12GB,12,,1320,1807
42178,GeForce RTX 4080 SUPER,16,,2210,2565
42179,GeForce RTX 4070 Ti SUPER,16,,2340,2610
42180,GeForce RTX 3080 12GB LHR,12,,1260,1710
42181,GeForce RTX 4070 SUPER,12,,1980,2505
42182,GeForce RTX 4070,12,,1920,2505
42183,GeForce RTX 4060,8,,1830,2490
42184,Quadro 4000,2,,,
42185,GeForce RTX 2070,8,,1410,1680
42186,GeForce GTX 1650 G6,4,,1410,1620
42187,GeForce RTX 3060 Ti LHR,8,,1410,1695
42188,Radeon RX 6900 XT,16,,1825,2365
42189,GeForce RTX 3060 8GB,8,,1320,1777
42190,FirePro W9100,32,,930,
42191,GeForce RTX 3090,24,,1395,1695
42192,GeForce RTX 3080 Ti,12,,1365,1770
42193,GeForce GTX 580,3,,772,
42194,GeForce GTX 650 Ti,2,,1071,
42195,GeForce GTX 650,2,,1071,
42196,GeForce GTX 960,2,,1216,1279
42197,GeForce GTX Titan X,12,,1000,1075
42198,GeForce GTX 1050 Ti,4,,1290,1392
42199,Radeon RX 580,4,,1257,1350
42200,GeForce GTX 1070 Ti,8,,1607,1683
42201,GeForce GTX 1080 Ti,11,,1531,1645
42202,Radeon RX 560 - 1024,4,,1176,1234
42203,GeForce GTX 1070,8,,1506,1683
42204,GeForce RTX 2080 Ti,11,,1545,1770
42205,Radeon RX 580,8,,1257,1380
42206,GeForce RTX 2080 Ti,11,,1350,1545
42207,GeForce RTX 2070,8,,1410,1620
42208,GeForce RTX 2080 Ti,11,,1350,1545
42209,Radeon RX 590,8,,1469,1560
42210,GeForce GTX 1660,6,,1530,1785
42211,GeForce RTX 2060 SUPER,8,,1470,1680
42212,Radeon RX 5700 XT,8,,1605,1905
42213,GeForce RTX 2070,8,,1410,1620
42214,GeForce RTX 2080 Ti,11,,1350,1545
42215,Radeon RX 5600 XT,6,,1247,1750
42216,GeForce RTX 2060 SUPER,8,,1470,1680
42217,GeForce RTX 3090,24,,1395,1740
42218,GeForce GTX 1650 G6,4,,1410,1590
42219,GeForce RTX 3070 Ti,8,,1575,1785
42220,GeForce RTX 3080 Ti,12,,1365,1785
42221,GeForce RTX 3060 Ti LHR,8,,1410,1665
42222,GeForce RTX 3070,8,,1500,1785
42223,GeForce RTX 3080 12GB LHR,12,,1260,1710
42224,GeForce RTX 3050 8GB,8,,1550,1777
42225,GeForce RTX 3050 8GB,8,,1777,1860
42226,GeForce RTX 3060 Ti,8,,1410,1755
42227,GeForce RTX 3080 12GB LHR,12,,1260,1755
42228,Radeon R7 240,4,,780,780
42229,Quadro K5200,8,,667,
42230,GeForce RTX 4070 Ti,12,,2310,2670
42231,GeForce RTX 2080 Ti,11,,1350,1545
42232,GeForce RTX 4070,12,,1920,2580
42233,GeForce 7200 GS,0.5,,,
42234,NVS 810,4,,1020,
42235,GeForce GTX 660 Ti,2,,915,
42236,GeForce GTX 1650 G5,4,,1485,1860
42237,Quadro 5000,2.5,,,
42238,GeForce GTX 760,2,,1085,
42239,GeForce GTX 760,2,,1006,1072
42240,Radeon R9 280X,3,,1070,
42241,Radeon R9 290,4,,1007,
42242,Radeon R9 280X,3,,1080,
42243,GeForce GTX 980 Ti,6,,1140,1228
42244,GeForce GTX 750 Ti,4,,1059,1137
42245,GeForce GTX 1080,8,,1607,1733
42246,GeForce GTX 1070,8,,1670,1898
42247,Radeon RX 460,4,,1175,1250
42248,GeForce GTX 1070,8,,1506,1683
42249,GeForce GTX 1060 6GB,6,,1531,1771
42250,GeForce GTX 1060 6GB,6,,1544,1759
42251,GeForce GTX 1080 Ti,11,,1569,1683
42252,GeForce GTX 1070,8,,1592,1797
42253,Radeon RX 560 - 896,4,,1149,1197
42254,GeForce GTX 1060 3GB,3,,1582,1797
42255,GeForce GTX 1060 6GB,6,,1518,1733
42256,GeForce GTX 1080 Ti,11,,1607,1721
42257,GeForce GTX 1080,8,,1708,1847
42258,GeForce RTX 2080,8,,1515,1800
42259,GeForce RTX 2070,8,,1410,1650
42260,GeForce RTX 2060 SUPER,8,,1470,1680
42261,GeForce RTX 2080 SUPER,8,,1650,1860
42262,GeForce RTX 2070 SUPER,8,,1605,1815
42263,Radeon RX 580,8,,1340,1355
42264,GeForce RTX 3070 LHR,8,,1500,1725
42265,GeForce RTX 3090,24,,1395,1800
42266,GeForce RTX 3060 Ti,8,,1410,1695
42267,GeForce RTX 3080 Ti,12,,1365,1710
42268,GeForce RTX 3080 12GB LHR,12,,1260,1710
42269,GeForce RTX 3050 8GB,8,,1550,1777
42270,GeForce RTX 3050 8GB,8,,1550,1777
42271,Radeon RX 6600,8,,1626,2491
42272,Radeon RX 6600,8,,1626,2491
42273,GeForce RTX 3090 Ti,24,,1560,1860
42274,GeForce RTX 3090 Ti,24,,1560,1860
42275,GeForce RTX 4080,16,,2205,2640
42276,GeForce RTX 3070 Ti,8,,1575,1800
42277,GeForce RTX 4070,12,,1920,2505
42278,Radeon RX 6900 XT,16,,1825,2600
42279,GeForce RTX 4070 Ti SUPER,16,,2340,2670
42280,GeForce RTX 2080,8,,1710,
42281,RTX A2000 12GB,12,,562,1200
42282,GeForce GTX 1080,8,,1607,1733
42283,GeForce GTX 580,1.5,,800,
42284,GeForce GT 430,2,,700,
42285,GeForce GT 430,4,,700,
42286,Radeon HD 7850,2,,870,
42287,GeForce GTX 670,2,,915,
42288,GeForce GTX 670,2,,1006,
42289,GeForce GTX Titan Z,12,,732,915
42290,GeForce GTX 970,4,,1102,1241
42291,GeForce GTX 750 Ti,2,,1085,1163
42292,GeForce GT 730,1,,902,
42293,Radeon R9 380X,4,,980,
42294,GeForce GTX 1070,8,,1556,1746
42295,GeForce GTX 1060 6GB,6,,1506,1708
42296,Radeon RX 480,8,,1120,1330
42297,GeForce GTX 1060 6GB,6,,1556,1771
42298,Radeon RX 460,4,,1090,1210
42299,GeForce GTX 1060 6GB,6,,1506,1708
42300,GeForce GTX 1050 Ti,4,,1366,1480
42301,GeForce GTX 1050,2,,1366,1506
42302,Radeon RX 570,4,,1168,1295
42303,Radeon RX 580,8,,1257,1439
42304,GeForce GTX 1080 Ti,11,,1506,1620
42305,GeForce GTX 950,2,,1127,1317
42306,GeForce RTX 2070,8,,1410,1620
42307,GeForce GTX 1650 G5,4,,1485,1740
42308,GeForce RTX 2070 SUPER,8,,1605,1770
42309,Radeon RX 5700,8,,1515,1750
42310,Radeon RX 5700,8,,1610,1750
42311,Radeon RX 5700,8,,1540,1700
42312,GeForce GTX 1650 G5,4,,1485,1665
42313,GeForce GTX 1060 6GB,6,,1569,1809
42314,GeForce RTX 2070 SUPER,8,,1605,1815
42315,Radeon RX 5500 XT,8,,1607,1845
42316,Radeon RX 550 - 640,4,,1071,1206
42317,GeForce RTX 2070,8,,1410,1740
42318,GeForce RTX 3080 10GB,10,,1440,1830
42319,GeForce RTX 3080 10GB,10,,1440,1800
42320,GeForce RTX 3080 10GB,10,,1440,1800
42321,GeForce RTX 3090,24,,1395,1725
42322,GeForce RTX 3070 Ti,8,,1575,1785
42323,GeForce RTX 3080 Ti,12,,1365,1680
42324,GeForce RTX 3090,24,,1395,1695
42325,GeForce RTX 3070 LHR,8,,1500,1755
42326,GeForce RTX 3070,8,,1500,1740
42327,GeForce RTX 3080 10GB LHR,10,,1440,1740
42328,GeForce RTX 3080 10GB LHR,10,,1440,1710
42329,Radeon RX 6650 XT,8,,2055,2635
42330,Radeon RX 6950 XT,16,,1890,2532
42331,GeForce RTX 3090 Ti,24,,1560,1860
42332,Radeon RX 6900 XT,16,,1825,2390
42333,GeForce RTX 4070 Ti,12,,2310,2610
42334,GeForce GTX 1660 SUPER,6,,1530,1785
42335,GeForce RTX 4060 Ti,8,,2310,2655
42336,GeForce RTX 3060 Ti,8,,1410,1665
42337,GeForce RTX 3090,24,,1395,1725
42338,GeForce RTX 4060,8,,1830,2610
42339,Arc Pro A40,6,,1550,1700
42340,GeForce GT 610,2,,,
42341,Quadro K2000,2,,,
42342,GeForce GTX 1660 SUPER,6,,1530,1845
42343,GeForce RTX 2070,8,,1620,1740
42344,GeForce RTX 3050 6GB,6,,1040,1492
42345,GeForce GTX 560 Ti,2,,822,
42346,GeForce GTX 680,2,,1019,
42347,GeForce GTX 660,3,,1046,
42348,GeForce GTX 760,2,,1072,1137
42349,Radeon R7 240,2,,750,800
42350,GeForce GT 740,4,,1085,
42351,GeForce GTX 970,4,,1076,1216
42352,GeForce GTX 970,4,,1076,1216
42353,GeForce GTX 980,4,,1126,1216
42354,GeForce GT 730,4,,700,
42355,Quadro K600,1,,876,
42356,Radeon R9 290X,4,,1040,
42357,GeForce GTX 960,4,,1304,1367
42358,Radeon R9 380X,4,,1040,
42359,GeForce GTX 980 Ti,6,,1266,1367
42360,GeForce GTX 1070,8,,1632,1835
42361,GeForce GTX 1060 6GB,6,,1620,1847
42362,GeForce GTX 1060 3GB,3,,1544,1759
42363,GeForce GTX 1060 6GB,6,,1582,1797
42364,Radeon RX 550 - 512,2,,1100,1195
42365,GeForce GT 1030,2,,1265,1518
42366,Radeon RX VEGA 64,8,,1247,1546
42367,GeForce GT 610,2,,810,
42368,Radeon RX VEGA 64,8,,1247,1560
42369,Radeon RX 550 - 512,4,,1100,1203
42370,GeForce RTX 2080,8,,1515,
42371,GeForce RTX 2080 Ti,11,,1350,1545
42372,GeForce RTX 2080 Ti,11,,1350,1755
42373,GeForce RTX 2070,8,,1620,
42374,GeForce RTX 2070,8,,1620,1770
42375,GeForce RTX 2070,8,,1410,1620
42376,GeForce RTX 2070,8,,1410,1710
42377,Radeon RX 590,8,,1469,1565
42378,GeForce RTX 2070,8,,1410,1620
42379,GeForce RTX 2080,8,,1515,1710
42380,GeForce RTX 2060,6,,1365,1680
42381,GeForce RTX 2060,6,,1365,1680
42382,Radeon VII,16,,1400,1750
42383,GeForce GTX 1660,6,,1530,1815
42384,GeForce GTX 1650 G5,4,,1485,1710
42385,GeForce RTX 2080 SUPER,8,,1650,1815
42386,GeForce RTX 2070,8,,1410,1740
42387,GeForce RTX 2080 SUPER,8,,1650,1860
42388,Radeon RX 5700 XT,8,,1630,1905
42389,GeForce RTX 2070 SUPER,8,,1605,1770
42390,GeForce RTX 2070 SUPER,8,,1605,1770
42391,Radeon RX 5700 XT,8,,1580,1905
42392,GeForce RTX 3090,24,,1395,1740
42393,GeForce GTX 1660 Ti,6,,1500,1770
42394,GeForce RTX 3070 Ti,8,,1575,1770
42395,GeForce RTX 3080 Ti,12,,1365,1665
42396,GeForce RTX 3080 12GB LHR,12,,1260,1755
42397,GeForce RTX 3090,24,,1395,1890
42398,GeForce RTX 3070,8,,1500,1755
42399,Radeon RX 580,8,,1257,1345
42400,GeForce RTX 4060 Ti,16,,2310,2550
42401,GeForce RTX 4070 SUPER,12,,1980,2535
42402,GeForce RTX 4070,12,,1920,2490
42403,GeForce GTX 950,2,,1152,1342
42404,GeForce GTX 1060 3GB,3,,1632,1860
42405,GeForce RTX 3050 8GB,8,,1550,1830
42406,GeForce GTX 1630,4,,1740,1845
42407,T400  2GB,2,,420,1425
42408,Radeon RX 6800,16,,1700,2155
42409,GeForce RTX 4080,16,,2205,2505
42410,GeForce RTX 4060 Ti,16,,2310,2580
42411,GeForce GTX 460,1,,715,
42412,GeForce GTX 570,1.25,,742,
42413,GeForce GTX 770,2,,1137,
42414,GeForce GT 630,2,,902,
42415,GeForce GTX 780,3,,889,941
42416,GeForce GTX 770,4,,1137,1189
42417,Radeon R9 290X,4,,1040,
42418,Radeon R9 290,4,,947,
42419,Radeon R9 280,3,,850,940
42420,GeForce GTX 960,2,,1178,1241
42421,GeForce GTX 960,4,,1216,1279
42422,Radeon RX 470,4,,926,1256
42423,GeForce GTX 1060 6GB,6,,1518,1733
42424,GeForce GTX 1070,8,,1506,1797
42425,GeForce GTX 1070,8,,1506,1683
42426,GeForce GTX 1060 6GB,6,,1506,1708
42427,GeForce GTX 1050,2,,1404,1518
42428,GeForce GT 1030,2,,1227,1468
42429,GeForce GTX 1060 6GB,6,,1645,1873
42430,GeForce GTX 1080 Ti,11,,1480,1582
42431,Radeon RX VEGA 64,8,,1247,1590
42432,GeForce GTX 1080 Ti,11,,1480,1582
42433,Radeon RX 580,8,,1340,1340
42434,GeForce RTX 2080 Ti,11,,1545,1695
42435,GeForce RTX 2060,6,,1365,1755
42436,GeForce RTX 2080 Ti,11,,1350,1755
42437,GeForce GTX 1660,6,,1530,1845
42438,GeForce RTX 2080 Ti,11,,1350,1545
42439,GeForce GTX 1650 G5,4,,1485,1665
42440,GeForce GTX 1650 G5,4,,1485,1725
42441,GeForce RTX 2080 SUPER,8,,1650,1815
42442,Radeon RX 5700 XT,8,,1630,1905
42443,GeForce RTX 2060 SUPER,8,,1470,1680
42444,GeForce RTX 3080 10GB,10,,1440,1740
42445,GeForce RTX 3090,24,,1395,1815
42446,GeForce RTX 3080 10GB LHR,10,,1440,1725
42447,GeForce GTX 1060 3GB,3,,1506,1708
42448,GeForce RTX 3060 12GB,12,,1320,1777
42449,Radeon RX 6700 XT,12,,2321,2581
42450,GeForce RTX 3070 LHR,8,,1500,1725
42451,Radeon RX 5600 XT,6,,1247,1620
42452,GeForce RTX 4070 Ti,12,,2310,2775
42453,GeForce GTX 1650 G5,4,,1485,1740
42454,GeForce RTX 4070,12,,1920,2490
42455,GeForce RTX 4070 Ti SUPER,16,,2340,2640
42456,GeForce RTX 4060,8,,1830,2490
42457,GeForce RTX 3050 6GB,6,,1040,1485
42458,Quadro M6000,12,,988,
42459,Radeon HD 7750,2,,,
42460,Radeon RX 6800,16,,1700,2190
42461,GeForce RTX 2070,8,,1410,1710
42462,GeForce GTX 1650 G6,4,,1410,1665
42463,GeForce RTX 4080 SUPER,16,,2210,2610
42464,GeForce GT 620,1,,700,
42465,GeForce GTX 1080 Ti,11,,1480,1582
42466,FirePro 2460,0.5,,,
42467,GeForce GTX 1080,8,,1708,1847
42468,Radeon RX VEGA 56,8,,1156,1471
42469,GeForce RTX 2080,8,,1515,1860
42470,GeForce RTX 4080,16,,2205,2505
42471,Radeon HD 5770,1,,850,
42472,GeForce GTS 450,1,,930,
42473,GeForce GTX 480,1.5,,700,
42474,Radeon HD 6450,2,,625,
42475,Radeon HD 5450,1,,650,
42476,GeForce GTX Titan,6,,836,
42477,GeForce GTX 760,4,,1072,1137
42478,GeForce GT 610,1,,810,
42479,Radeon R9 270X,2,,1120,
42480,Radeon R7 260X,2,,1075,
42481,Radeon R9 270X,4,,1020,
42482,GeForce GTX 750 Ti,2,,1176,1255
42483,GeForce GTX 750,2,,1059,1137
42484,GeForce GTX 970,4,,1165,1317
42485,GeForce GT 730,2,,902,
42486,GeForce GTX 970,4,,1140,1279
42487,GeForce GT 720,2,,797,
42488,Quadro K1200,4,,1058,1124
42489,GeForce GTX 980 Ti,6,,1051,1140
42490,GeForce GTX 980 Ti,6,,1190,1291
42491,GeForce GTX 960,4,,1279,1342
42492,GeForce GTX 980 Ti,6,,1102,1190
42493,GeForce GTX 980 Ti,6,,1152,1241
42494,Radeon R9 380,4,,990,
42495,GeForce GTX 960,4,,1190,1253
42496,GeForce GTX 950 75W,2,,1026,1228
42497,GeForce GTX 1080,8,,1607,1733
42498,GeForce GTX 1080,8,,1645,1784
42499,GeForce GTX 1050,2,,1354,1455
42500,GeForce GTX 1080,8,,1607,1771
42501,Radeon RX 550 - 512,2,,1100,1183
42502,Radeon RX 550 - 512,4,,1100,1203
42503,GeForce GTX 1070,8,,1518,1708
42504,GeForce GT 1030,2,,1265,1518
42505,GeForce GTX 1080 Ti,11,,1569,1683
42506,Radeon RX 560 - 1024,4,,1196,1275
42507,Radeon RX VEGA 56,8,,1156,1471
42508,GeForce RTX 2060,6,,1680,1830
42509,GeForce RTX 2080 Ti,11,,1350,1770
42510,GeForce GTX 1660,6,,1530,1815
42511,GeForce GTX 1660,6,,1530,1815
42512,GeForce RTX 2080 Ti,11,,1350,1770
42513,GeForce RTX 2070 SUPER,8,,1605,1815
42514,GeForce RTX 2080,8,,1515,1710
42515,GeForce GTX 1660 SUPER,6,,1530,1830
42516,GeForce GTX 1650 SUPER,4,,1530,1755
42517,Radeon RX 5500 XT,4,,1647,1845
42518,Radeon RX 5600 XT,6,,1247,1750
42519,GeForce RTX 2080 SUPER,8,,1650,1815
42520,GeForce RTX 2070 SUPER,8,,1605,1770
42521,GeForce RTX 2070 SUPER,8,,1605,
42522,GeForce RTX 3070 LHR,8,,1500,1815
42523,GeForce RTX 3060 Ti,8,,1410,1710
42524,Radeon RX 6800,16,,1700,2105
42525,GeForce GTX 1650 G6,4,,1410,1590
42526,Radeon RX 6700 XT,12,,2321,
42527,GeForce RTX 3080 Ti,12,,1365,1695
42528,GeForce RTX 3070 LHR,8,,1500,1845
42529,GeForce RTX 3070 LHR,8,,1500,1770
42530,GeForce RTX 3080 10GB LHR,10,,1440,1710
42531,GeForce RTX 3090 Ti,24,,1560,1905
42532,GeForce RTX 3060 Ti LHR,8,,1410,1665
42533,Radeon RX 6750 XT,12,,2150,2150
42534,GeForce RTX 4090,24,,2235,2535
42535,GeForce RTX 4070,12,,1920,2550
42536,RTX A400,4,,,1755
42537,GeForce GTX 1080 Ti,11,,1480,1582
42538,GeForce GT 1030,2,,1290,1544
42539,GeForce RTX 2060,6,,1365,1680
42540,GeForce RTX 4070 Ti,12,,2310,2610
42541,GeForce GTX 550 Ti,1,,910,
42542,GeForce GTX 580,3,,900,
42543,GeForce GTX 680,4,,1084,
42544,GeForce GTX 650,2,,1110,
42545,GeForce GTX 650 Ti,1,,928,
42546,GeForce GTX 780 Ti,3,,980,1046
42547,Radeon R9 270,2,,950,975
42548,Radeon R9 280X,3,,1000,1100
42549,GeForce GTX 750,1,,1059,1137
42550,Radeon R9 295X2,8,,1018,
42551,GeForce GTX 980,4,,1126,1216
42552,GeForce GTX 970,4,,1050,1178
42553,GeForce GT 730,2,,902,
42554,GeForce GTX 980 Ti,6,,1000,1076
42555,Radeon R9 390X,8,,1050,
42556,Radeon R7 360,2,,1070,
42557,Radeon R9 Fury X,4,,1050,
42558,Radeon R9 Nano,4,,1000,
42559,GeForce GTX 950,2,,1076,1253
42560,GeForce GTX 1060 6GB,6,,1594,1847
42561,Radeon RX 480,8,,1120,1266
42562,Radeon RX 470,4,,926,1230
42563,Radeon RX 480,4,,1120,1266
42564,Radeon RX 480,8,,1120,1290
42565,GeForce GTX 1070,8,,1620,1822
42566,Radeon RX 470,8,,926,1230
42567,GeForce GTX 1050,2,,1392,1531
42568,GeForce GTX 1080,8,,1759,1936
42569,GeForce GTX 1060 3GB,3,,1544,1759
42570,Radeon RX 570,4,,1168,1244
42571,GeForce GTX 1060 6GB,6,,1506,1847
42572,GeForce GTX 1080 Ti,11,,1607,1721
42573,GeForce GTX 1070 Ti,8,,1607,1683
