model_no,capacity,price_per_gb,type,cache,form_factor,interface
90384,1000,0.143,SSD,,M.2-2280,M.2 PCIe 5.0 X4
90385,500,0.096,SSD,,M.2-2280,M.2 PCIe 4.0 X4
90386,16000,0.021,HDD,256,3.5,SATA 6.0 Gb/s
90387,8000,0.021,5640,128,3.5,SATA 6.0 Gb/s
90388,2000,0.065,SSD,,M.2-2280,M.2 PCIe 4.0 X4
90389,250,0.16,SSD,,M.2-2280,M.2 PCIe 3.0 X4
90390,2000,0.021,HDD,64,3.5,SATA 6.0 Gb/s
90391,14000,0.016,HDD,256,3.5,SATA 6.0 Gb/s
90392,1000,0.073,SSD,,M.2-2280,M.2 PCIe 4.0 X4
90393,8000,,SSD,,M.2-2280,M.2 PCIe 4.0 X4
90394,2000,0.02,HDD,64,3.5,SATA 6.0 Gb/s
90395,1000,0.124,SSD,,2.5,SATA 6.0 Gb/s
90396,3000,0.028,HDD,256,3.5,SATA 6.0 Gb/s
90397,1000,0.09,SSD,,M.2-2280,M.2 PCIe 4.0 X4
90398,2000,0.032,HDD,256,3.5,SATA 6.0 Gb/s
90399,1000,0.06,SSD,,M.2-2280,M.2 SATA
90400,512,,SSD,,M.2-2280,M.2 PCIe 3.0 X4
90401,16000,0.018,HDD,256,3.5,SATA 6.0 Gb/s
90402,12000,0.019,HDD,256,3.5,SATA 6.0 Gb/s
90403,2000,,SSD,,M.2-2280,M.2 PCIe 3.0 X4
90404,2000,0.053,SSD,,M.2-2280,M.2 PCIe 3.0 X4
90405,2000,,SSD,,M.2-2280,M.2 PCIe 3.0 X4
90406,1000,0.051,10000,64,2.5,SATA 6.0 Gb/s
90407,6000,0.032,HDD,256,3.5,SATA 6.0 Gb/s
90408,4000,,SSD,,M.2-2280,M.2 PCIe 4.0 X4
90409,2000,0.075,SSD,,M.2-2280,M.2 PCIe 3.0 X4
90410,1000,0.06,SSD,,M.2-2280,M.2 PCIe 3.0 X4
90411,512,0.101,SSD,,M.2-2280,M.2 PCIe 3.0 X4
90412,2000,0.123,SSD,,M.2-2280,M.2 PCIe 5.0 X4
90413,1000,0.393,SSD,1024,M.2-2280,M.2 PCIe 3.0 X4
90414,1000,,SSD,1024,M.2-2280,M.2 PCIe 4.0 X4
90415,2000,0.14,SSD,,M.2-2280,M.2 PCIe 5.0 X4
90416,1000,0.06,HDD,128,2.5,SATA 6.0 Gb/s
90417,2000,0.048,SSD,,2.5,SATA 6.0 Gb/s
90418,2000,0.124,SSD,2048,M.2-2280,M.2 PCIe 3.0 X4
90419,1000,0.051,HDD,64,3.5,SATA 6.0 Gb/s
90420,2000,0.345,SSD,2048,M.2-2280,M.2 PCIe 3.0 X4
90421,1000,,SSD,,M.2-2280,M.2 PCIe 3.0 X4
90422,118,0.602,SSD,,M.2-2280,M.2 PCIe 3.0 X4
90423,22000,0.019,HDD,512,3.5,SATA 6.0 Gb/s
90424,1000,0.129,SSD,,2.5,SATA 6.0 Gb/s
90425,600,,SSD,,2.5,SATA 3.0 Gb/s
90426,1000,0.21,SSD,,2.5,SATA 6.0 Gb/s
90427,2000,0.061,SSD,,M.2-2280,M.2 PCIe 3.0 X4
90428,1000,,SSD,,M.2-2280,M.2 PCIe 4.0 X4
90429,1000,0.094,SSD,,M.2-2280,M.2 PCIe 4.0 X4
90430,8000,0.196,SSD,,2.5,SATA 6.0 Gb/s
90431,4000,0.021,HDD,256,3.5,SATA 6.0 Gb/s
90432,22000,0.022,HDD,512,3.5,SATA 6.0 Gb/s
90433,120,0.133,SSD,,2.5,SATA 6.0 Gb/s
90434,1000,0.086,SSD,,2.5,SATA 6.0 Gb/s
90435,2000,0.051,SSD,,M.2-2280,M.2 PCIe 3.0 X4
90436,6000,0.021,HDD,256,3.5,SATA 6.0 Gb/s
90437,2000,0.074,,64,3.5,SATA 6.0 Gb/s
90438,500,,SSD,,M.2-2280,M.2 PCIe 3.0 X4
90439,1000,0.05,HDD,64,3.5,SATA 6.0 Gb/s
90440,4000,0.091,SSD,,PCIe,PCIe x8
90441,4000,0.095,SSD,4096,2.5,SATA 6.0 Gb/s
90442,1000,,SSD,,2.5,SATA 6.0 Gb/s
90443,3000,0.026,HDD,256,3.5,SATA 6.0 Gb/s
90444,256,0.109,SSD,,M.2-2280,M.2 PCIe 3.0 X4
90445,20000,0.017,HDD,512,3.5,SATA 6.0 Gb/s
90446,4000,0.162,SSD,,M.2-2280,M.2 PCIe 3.0 X4
90447,2000,0.062,SSD,,2.5,SATA 6.0 Gb/s
90448,256,0.082,SSD,,2.5,SATA 6.0 Gb/s
90449,1000,0.073,SSD,,M.2-2280,M.2 PCIe 3.0 X4
90450,18000,0.018,HDD,512,3.5,SATA 6.0 Gb/s
90451,1000,0.172,SSD,,M.2-2280,M.2 PCIe 5.0 X4
90452,2000,0.082,SSD,,M.2-2280,M.2 PCIe 4.0 X4
90453,1000,0.09,SSD,,M.2-2280,M.2 PCIe 4.0 X4
90454,8000,0.106,SSD,,M.2-2280,M.2 PCIe 4.0 X4
90455,2000,,HDD,64,3.5,SATA 6.0 Gb/s
90456,500,,SSD,,M.2-2280,M.2 PCIe 4.0 X4
90457,500,0.28,SSD,512,M.2-2280,M.2 PCIe 3.0 X4
90458,250,0.368,SSD,512,M.2-2280,M.2 PCIe 3.0 X4
90459,480,0.09,SSD,,2.5,SATA 6.0 Gb/s
90460,24000,,HDD,512,3.5,SATA 6.0 Gb/s
90461,1000,0.104,SSD,,M.2-2280,M.2 PCIe 4.0 X4
90462,500,0.074,SSD,,M.2-2280,M.2 PCIe 3.0 X4
90463,2000,,SSD,,M.2-2280,M.2 PCIe 4.0 X4
90464,1000,0.078,SSD,,M.2-2280,M.2 PCIe 4.0 X4
90465,1000,0.055,SSD,,2.5,SATA 6.0 Gb/s
90466,1000,0.209,SSD,,M.2-2280,M.2 PCIe 3.0 X4
90467,1600,1.156,SSD,,PCIe,PCIe x4
90468,240,0.075,SSD,,2.5,SATA 6.0 Gb/s
90469,256,0.094,SSD,,M.2-2280,M.2 SATA
90470,512,0.108,SSD,,M.2-2280,M.2 PCIe 3.0 X4
90471,1000,0.085,SSD,,M.2-2280,M.2 PCIe 4.0 X4
90472,1000,0.072,SSD,,2.5,SATA 6.0 Gb/s
90473,22000,0.02,HDD,512,3.5,SATA 6.0 Gb/s
90474,256,0.144,SSD,,M.2-2280,M.2 PCIe 3.0 X4
90475,480,0.091,SSD,,2.5,SATA 6.0 Gb/s
90476,512,0.088,SSD,,M.2-2280,M.2 PCIe 3.0 X4
90477,512,0.133,SSD,,M.2-2280,M.2 PCIe 4.0 X4
90478,512,0.17,SSD,,M.2-2280,M.2 PCIe 3.0 X4
90479,8000,0.038,HDD,256,3.5,SATA 6.0 Gb/s
90480,2000,0.055,SSD,,M.2-2280,M.2 PCIe 3.0 X4
90481,6000,0.022,HDD,256,3.5,SATA 6.0 Gb/s
90482,512,0.086,SSD,,M.2-2280,M.2 PCIe 3.0 X4
90483,2000,0.075,SSD,,M.2-2280,M.2 PCIe 4.0 X4
90484,4000,0.062,SSD,,2.5,SATA 6.0 Gb/s
90485,2000,,SSD,,M.2-2280,M.2 PCIe 4.0 X4
90486,1000,0.064,HDD,128,2.5,SATA 6.0 Gb/s
90487,2000,0.044,HDD,256,3.5,SATA 6.0 Gb/s
90488,2000,0.056,SSD,,M.2-2280,M.2 PCIe 4.0 X4
90489,2000,0.062,SSD,,M.2-2280,M.2 PCIe 3.0 X4
90490,2000,0.117,SSD,,M.2-2280,M.2 PCIe 4.0 X4
90491,18000,0.017,HDD,256,3.5,SATA 6.0 Gb/s
90492,4000,,SSD,,PCIe,PCIe x8
90493,16000,0.018,HDD,256,3.5,SATA 6.0 Gb/s
90494,512,0.088,SSD,,M.2-2280,M.2 PCIe 4.0 X4
90495,10000,0.022,HDD,256,3.5,SATA 6.0 Gb/s
90496,8000,,SSD,,PCIe,PCIe x16
90497,1000,0.073,SSD,,M.2-2280,M.2 PCIe 4.0 X4
90498,1000,0.069,SSD,,M.2-2280,M.2 PCIe 4.0 X4
90499,500,0.119,SSD,,M.2-2280,M.2 PCIe 4.0 X4
90500,1000,0.195,SSD,,M.2-2280,M.2 PCIe 5.0 X4
90501,2000,0.082,SSD,,M.2-2280,M.2 PCIe 4.0 X4
90502,256,0.606,SSD,,2.5,SATA 6.0 Gb/s
90503,16000,0.02,HDD,256,3.5,SATA 6.0 Gb/s
90504,1000,0.062,SSD,,2.5,SATA 6.0 Gb/s
90505,1000,0.12,SSD,,M.2-2280,M.2 PCIe 3.0 X4
90506,1000,0.069,SSD,,M.2-2280,M.2 PCIe 4.0 X4
90507,1000,0.084,SSD,,M.2-2280,M.2 PCIe 4.0 X4
90508,4000,0.02,HDD,128,3.5,SATA 6.0 Gb/s
90509,2000,0.065,SSD,,M.2-2280,M.2 PCIe 4.0 X4
90510,1000,0.075,SSD,,M.2-2280,M.2 PCIe 3.0 X4
90511,480,0.118,SSD,,2.5,SATA 6.0 Gb/s
90512,120,0.375,SSD,,2.5,SATA 6.0 Gb/s
90513,500,0.048,HDD,32,3.5,SATA 6.0 Gb/s
90514,512,0.164,SSD,,2.5,SATA 6.0 Gb/s
90515,1000,0.126,SSD,,M.2-2280,M.2 PCIe 4.0 X4
90516,4000,0.022,HDD,256,3.5,SATA 6.0 Gb/s
90517,128,0.195,SSD,,M.2-2280,M.2 PCIe 3.0 X4
90518,1000,0.169,SSD,2048,M.2-2280,M.2 PCIe 4.0 X4
90519,1000,0.053,HDD,64,3.5,SATA 6.0 Gb/s
90520,800,2.312,SSD,,PCIe,PCIe x4
90521,8000,0.136,HDD,128,3.5,SATA 6.0 Gb/s
90522,4000,0.207,SSD,,M.2-2280,M.2 PCIe 4.0 X4
90523,512,0.068,SSD,,M.2-2280,M.2 SATA
90524,1000,,SSD,,M.2-2280,M.2 PCIe 4.0 X4
90525,2000,0.092,SSD,,2.5,SATA 6.0 Gb/s
90526,2000,,SSD,,M.2-2280,M.2 PCIe 4.0 X4
90527,1000,0.09,SSD,,M.2-2280,M.2 PCIe 4.0 X4
90528,2000,0.058,SSD,,M.2-2280,M.2 PCIe 3.0 X4
90529,500,,SSD,,M.2-2280,M.2 PCIe 3.0 X4
90530,2000,0.099,SSD,,M.2-2280,M.2 PCIe 4.0 X4
90531,500,0.094,SSD,,M.2-2280,M.2 PCIe 4.0 X4
90532,4000,0.057,SSD,,M.2-2280,M.2 PCIe 4.0 X4
90533,512,0.082,SSD,,2.5,SATA 6.0 Gb/s
90534,256,0.122,SSD,,M.2-2280,M.2 PCIe 3.0 X4
90535,1000,,SSD,,M.2-2280,M.2 PCIe 3.0 X4
90536,18000,0.018,HDD,256,3.5,SATA 6.0 Gb/s
90537,1000,0.16,SSD,,M.2-2280,M.2 PCIe 5.0 X4
90538,500,0.148,SSD,,M.2-2280,M.2 PCIe 3.0 X4
90539,1000,,SSD,,M.2-2280,M.2 PCIe 4.0 X4
90540,500,0.179,SSD,,M.2-2280,M.2 PCIe 3.0 X4
90541,8000,0.019,HDD,256,3.5,SATA 6.0 Gb/s
90542,1000,0.068,SSD,,M.2-2280,M.2 PCIe 4.0 X4
90543,1000,,SSD,,M.2-2280,M.2 PCIe 4.0 X4
90544,4000,0.025,5900,64,3.5,SATA 6.0 Gb/s
90545,1000,0.089,SSD,,M.2-2280,M.2 PCIe 4.0 X4
90546,2000,0.067,SSD,,M.2-2280,M.2 PCIe 4.0 X4
90547,500,0.157,SSD,,M.2-2280,M.2 PCIe 4.0 X4
90548,1920,,SSD,,M.2-2280,M.2 PCIe 3.0 X4
90549,1000,0.09,SSD,,M.2-2280,M.2 PCIe 4.0 X4
90550,250,0.2,SSD,,2.5,SATA 6.0 Gb/s
90551,1000,0.087,SSD,,M.2-2280,M.2 SATA
90552,2000,0.103,SSD,,PCIe,PCIe x8
90553,2000,0.104,SSD,,M.2-2280,M.2 PCIe 3.0 X4
90554,4000,0.102,SSD,,M.2-2280,M.2 PCIe 4.0 X4
90555,8000,0.027,HDD,256,3.5,SATA 6.0 Gb/s
90556,250,0.38,SSD,,2.5,SATA 6.0 Gb/s
90557,1550,,SSD,131072,M.2-2280,M.2 PCIe 3.0 X4
90558,512,,SSD,,M.2-2280,M.2 PCIe 4.0 X4
90559,256,0.098,SSD,,2.5,SATA 6.0 Gb/s
90560,1000,0.196,SSD,,M.2-2280,M.2 PCIe 5.0 X4
90561,500,0.13,SSD,,M.2-2280,M.2 PCIe 4.0 X4
90562,4000,0.032,HDD,128,2.5,SATA 6.0 Gb/s
90563,250,0.119,SSD,,2.5,SATA 6.0 Gb/s
90564,120,0.175,SSD,,2.5,SATA 6.0 Gb/s
90565,1000,0.095,SSD,,M.2-2280,M.2 PCIe 3.0 X4
90566,16000,0.027,HDD,256,3.5,SATA 6.0 Gb/s
90567,2000,,5900,64,3.5,SATA 6.0 Gb/s
90568,1000,0.102,SSD,,M.2-2280,M.2 PCIe 3.0 X4
90569,4000,0.07,SSD,,M.2-2280,M.2 PCIe 4.0 X4
90570,250,0.16,SSD,,M.2-2280,M.2 PCIe 3.0 X4
90571,2000,0.1,SSD,,M.2-2280,M.2 PCIe 4.0 X4
90572,500,0.114,SSD,,2.5,SATA 6.0 Gb/s
90573,500,0.126,SSD,,M.2-2280,M.2 PCIe 3.0 X4
90574,128,,SSD,,2.5,SATA 6.0 Gb/s
90575,18000,0.018,HDD,512,3.5,SATA 6.0 Gb/s
90576,2000,0.031,HDD,256,3.5,SATA 6.0 Gb/s
90577,2000,0.13,SSD,,M.2-2280,M.2 PCIe 4.0 X4
90578,1024,0.133,SSD,,M.2-2280,M.2 PCIe 4.0 X4
90579,500,0.067,HDD,32,3.5,SATA 6.0 Gb/s
90580,4000,0.075,SSD,,M.2-2280,M.2 PCIe 4.0 X4
90581,4000,0.07,SSD,,M.2-2280,M.2 PCIe 4.0 X4
90582,4000,0.029,HDD,256,3.5,SATA 6.0 Gb/s
90583,20000,0.021,HDD,512,3.5,SATA 6.0 Gb/s
90584,1000,0.071,SSD,,M.2-2280,M.2 PCIe 3.0 X4
90585,250,0.188,SSD,,M.2-2280,M.2 PCIe 4.0 X4
90586,512,0.347,SSD,512,M.2-2280,M.2 PCIe 3.0 X4
90587,2000,0.066,SSD,,M.2-2280,M.2 PCIe 4.0 X4
90588,2000,0.03,HDD,64,3.5,SATA 6.0 Gb/s
90589,512,0.115,SSD,,2.5,SATA 6.0 Gb/s
90590,512,0.117,SSD,,M.2-2280,M.2 PCIe 3.0 X4
90591,3000,0.023,HDD,256,3.5,SATA 6.0 Gb/s
90592,4000,0.1,SSD,,M.2-2280,M.2 PCIe 4.0 X4
90593,2000,0.041,HDD,128,2.5,SATA 6.0 Gb/s
90594,1000,0.068,SSD,,M.2-2280,M.2 PCIe 3.0 X4
90595,256,,SSD,512,M.2-2280,M.2 PCIe 3.0 X4
90596,2000,0.851,SSD,,PCIe,PCIe x4
90597,1000,,5900,64,3.5,SATA 3.0 Gb/s
90598,6000,0.026,HDD,256,3.5,SATA 6.0 Gb/s
90599,1000,0.109,SSD,,M.2-2280,M.2 PCIe 4.0 X4
90600,120,,SSD,,2.5,SATA 6.0 Gb/s
90601,3000,0.033,HDD,64,3.5,SATA 6.0 Gb/s
90602,512,0.084,SSD,,M.2-2280,M.2 PCIe 3.0 X4
90603,250,,SSD,,M.2-2280,M.2 PCIe 3.0 X4
90604,4000,0.117,SSD,,2.5,SATA 6.0 Gb/s
90605,2000,0.062,SSD,,2.5,SATA 6.0 Gb/s
90606,8000,0.1,SSD,,M.2-2280,M.2 PCIe 4.0 X4
90607,120,0.079,SSD,,M.2-2280,M.2 SATA
90608,14000,0.02,HDD,512,3.5,SATA 6.0 Gb/s
90609,1000,0.095,SSD,,M.2-2242,M.2 PCIe 4.0 X4
90610,250,0.176,SSD,,M.2-2280,M.2 PCIe 3.0 X4
90611,500,0.102,SSD,,M.2-2280,M.2 PCIe 4.0 X4
90612,1000,,SSD,,M.2-2280,M.2 PCIe 3.0 X4
90613,7680,0.15,SSD,,2.5,SATA 6.0 Gb/s
90614,1000,0.089,SSD,,M.2-2280,M.2 PCIe 4.0 X4
90615,2000,0.105,SSD,,M.2-2280,M.2 PCIe 4.0 X4
90616,512,0.078,SSD,,M.2-2280,M.2 PCIe 3.0 X4
90617,2000,0.052,SSD,,2.5,SATA 6.0 Gb/s
90618,1000,0.17,SSD,,M.2-2280,M.2 PCIe 5.0 X4
90619,2000,0.074,SSD,,M.2-2280,M.2 PCIe 3.0 X4
90620,512,0.064,SSD,,2.5,SATA 6.0 Gb/s
90621,512,0.074,SSD,,M.2-2280,M.2 PCIe 3.0 X4
90622,512,0.112,SSD,,M.2-2280,M.2 SATA
90623,8000,0.037,HDD,256,3.5,SATA 6.0 Gb/s
90624,480,0.087,SSD,,2.5,SATA 6.0 Gb/s
90625,12000,0.023,HDD,,3.5,SATA 6.0 Gb/s
90626,12,,HDD,256,3.5,SATA 6.0 Gb/s
90627,250,0.12,SSD,,M.2-2280,M.2 PCIe 4.0 X4
90628,256,,SSD,,M.2-2280,M.2 PCIe 3.0 X4
90629,500,0.14,SSD,,M.2-2280,M.2 PCIe 4.0 X4
90630,4000,0.017,HDD,128,3.5,SATA 6.0 Gb/s
90631,4000,0.022,HDD,256,3.5,SATA 6.0 Gb/s
90632,1000,0.1,SSD,,M.2-2280,M.2 PCIe 4.0 X4
90633,120,,SSD,,2.5,SATA 6.0 Gb/s
90634,10000,0.022,HDD,256,3.5,SATA 6.0 Gb/s
90635,1000,0.042,,64,2.5,SATA 6.0 Gb/s
90636,2000,,SSD,,M.2-2280,M.2 PCIe 3.0 X4
90637,1000,0.08,SSD,,M.2-2280,M.2 PCIe 4.0 X4
90638,2000,0.057,SSD,,M.2-2280,M.2 PCIe 3.0 X4
90639,2000,,SSD,,M.2-2280,M.2 PCIe 3.0 X4
90640,2000,,SSD,,M.2-2280,M.2 PCIe 4.0 X4
90641,4000,0.021,HDD,256,3.5,SATA 3.0 Gb/s
90642,6000,0.025,HDD,256,3.5,SATA 6.0 Gb/s
90643,4000,0.067,SSD,,M.2-2280,M.2 PCIe 4.0 X4
90644,1000,0.039,HDD,32,3.5,SATA 3.0 Gb/s
90645,1000,0.039,HDD,128,2.5,SATA 6.0 Gb/s
90646,640,,HDD,8,2.5,SATA 3.0 Gb/s
90647,6000,0.018,HDD,256,3.5,SATA 6.0 Gb/s
90648,1000,0.098,SSD,,M.2-2280,M.2 PCIe 4.0 X4
90649,512,,SSD,512,M.2-2280,M.2 PCIe 3.0 X4
90650,2000,,HDD,32,3.5,SATA 3.0 Gb/s
90651,8000,0.021,5640,256,3.5,SATA 6.0 Gb/s
90652,1000,,SSD,,M.2-2280,M.2 PCIe 4.0 X4
90653,14000,0.016,HDD,256,3.5,SATA 6.0 Gb/s
90654,512,0.184,SSD,,M.2-2280,M.2 PCIe 3.0 X4
90655,128,,SSD,,2.5,SATA 6.0 Gb/s
90656,8000,0.02,HDD,256,3.5,SATA 6.0 Gb/s
90657,500,0.171,SSD,,M.2-2280,M.2 SATA
90658,4000,0.142,SSD,,M.2-2280,M.2 PCIe 4.0 X4
90659,240,0.171,SSD,,M.2-2280,M.2 SATA
90660,4000,0.145,SSD,,M.2-2280,M.2 PCIe 5.0 X4
90661,4000,,SSD,,M.2-2280,M.2 PCIe 4.0 X4
90662,1000,0.138,SSD,,M.2-2280,M.2 PCIe 5.0 X4
90663,500,0.166,SSD,,M.2-2280,M.2 PCIe 4.0 X4
90664,10000,0.019,HDD,256,3.5,SATA 6.0 Gb/s
90665,256,,SSD,,M.2-2280,M.2 PCIe 3.0 X4
90666,22000,0.021,HDD,512,3.5,SATA 6.0 Gb/s
90667,120,0.535,SSD,,2.5,SATA 6.0 Gb/s
90668,120,0.155,SSD,,2.5,SATA 6.0 Gb/s
90669,1000,0.198,SSD,1024,M.2-2280,M.2 PCIe 3.0 X4
90670,500,0.255,SSD,,2.5,SATA 6.0 Gb/s
90671,4000,0.019,HDD,64,3.5,SATA 6.0 Gb/s
90672,14000,0.02,HDD,256,3.5,SATA 6.0 Gb/s
90673,18000,0.021,HDD,512,3.5,SATA 6.0 Gb/s
90674,1000,0.105,SSD,,M.2-2280,M.2 PCIe 3.0 X4
90675,128,0.237,SSD,,2.5,SATA 6.0 Gb/s
90676,480,0.06,SSD,,2.5,SATA 6.0 Gb/s
90677,256,0.156,SSD,,2.5,SATA 6.0 Gb/s
90678,1000,,SSD,,M.2-2280,M.2 PCIe 3.0 X4
90679,1000,0.17,SSD,,M.2-2280,M.2 PCIe 4.0 X4
90680,3000,,HDD,64,3.5,SATA 6.0 Gb/s
90681,256,0.082,SSD,,M.2-2280,M.2 SATA
90682,18000,0.019,HDD,512,3.5,SATA 6.0 Gb/s
90683,2000,0.075,SSD,,M.2-2280,M.2 PCIe 4.0 X4
90684,500,,SSD,512,M.2-2280,M.2 PCIe 4.0 X4
90685,2000,,HDD,64,3.5,SATA 6.0 Gb/s
90686,1000,0.103,SSD,,M.2-2280,M.2 PCIe 4.0 X4
90687,1000,0.08,HDD,32,3.5,SATA 3.0 Gb/s
90688,500,,HDD,16,3.5,SATA 6.0 Gb/s
90689,1000,0.036,HDD,8,2.5,SATA 6.0 Gb/s
90690,256,,SSD,,M.2-2280,M.2 PCIe 3.0 X4
90691,2000,0.204,SSD,,M.2-2280,M.2 PCIe 3.0 X4
90692,240,0.218,SSD,,M.2-2280,M.2 SATA
90693,2000,0.055,SSD,,M.2-2280,M.2 PCIe 4.0 X4
90694,500,0.108,SSD,,M.2-2280,M.2 PCIe 4.0 X4
90695,512,0.109,SSD,,2.5,SATA 6.0 Gb/s
90696,1000,0.14,SSD,,M.2-22110,M.2 PCIe 3.0 X4
90697,6000,0.017,HDD,256,3.5,SATA 6.0 Gb/s
90698,1000,0.125,SSD,,M.2-2280,M.2 PCIe 4.0 X4
90699,4000,0.125,SSD,,M.2-2280,M.2 PCIe 4.0 X4
90700,500,,SSD,,M.2-2280,M.2 PCIe 3.0 X4
90701,6000,0.018,HDD,128,3.5,SATA 6.0 Gb/s
90702,4000,0.107,SSD,,M.2-2280,M.2 PCIe 4.0 X4
90703,960,0.072,SSD,,2.5,SATA 6.0 Gb/s
90704,1000,,SSD,,M.2-2280,M.2 PCIe 4.0 X4
90705,4000,0.03,HDD,64,3.5,SATA 6.0 Gb/s
90706,1000,0.065,SSD,,2.5,SATA 6.0 Gb/s
90707,240,0.104,SSD,,2.5,SATA 6.0 Gb/s
90708,4000,0.032,HDD,256,3.5,SATA 6.0 Gb/s
90709,500,0.08,,64,2.5,SATA 6.0 Gb/s
90710,2000,,SSD,,M.2-2280,M.2 PCIe 3.0 X4
90711,1000,,SSD,,M.2-2280,M.2 PCIe 4.0 X4
90712,2048,0.08,SSD,,M.2-2280,M.2 PCIe 3.0 X4
90713,1000,,SSD,,2.5,SATA 6.0 Gb/s
90714,10000,0.017,HDD,256,3.5,SATA 6.0 Gb/s
90715,1000,0.117,SSD,,M.2-2280,M.2 PCIe 4.0 X4
90716,2000,0.145,SSD,,M.2-2280,M.2 PCIe 5.0 X4
90717,8000,,SSD,,2.5,SATA 6.0 Gb/s
90718,500,0.114,SSD,,M.2-2280,M.2 PCIe 3.0 X4
90719,1000,0.197,10000,64,3.5,SATA 6.0 Gb/s
90720,960,0.175,SSD,,M.2-2280,M.2 PCIe 3.0 X4
90721,1000,0.105,SSD,,2.5,SATA 6.0 Gb/s
90722,512,0.371,SSD,,2.5,SATA 6.0 Gb/s
90723,2000,0.056,SSD,,M.2-2280,M.2 PCIe 3.0 X4
90724,500,0.118,SSD,,M.2-2280,M.2 PCIe 4.0 X4
90725,5000,0.035,5900,128,3.5,SATA 6.0 Gb/s
90726,1024,0.096,SSD,,2.5,SATA 6.0 Gb/s
90727,1000,0.073,SSD,,M.2-2280,M.2 PCIe 3.0 X4
90728,4000,0.032,HDD,256,3.5,SATA 6.0 Gb/s
90729,2000,0.079,SSD,,M.2-2280,M.2 SATA
90730,128,0.154,SSD,,2.5,SATA 6.0 Gb/s
90731,500,0.14,SSD,,M.2-2280,M.2 PCIe 4.0 X4
90732,500,0.052,HDD,32,2.5,SATA 6.0 Gb/s
90733,800,1.5,SSD,,PCIe,PCIe x4
90734,1000,,SSD,,M.2-2280,M.2 PCIe 3.0 X4
90735,1000,0.062,,,2.5,SATA 6.0 Gb/s
90736,32,1.062,SSD,,2.5,SATA 6.0 Gb/s
90737,2000,0.112,SSD,,M.2-2280,M.2 PCIe 4.0 X4
90738,1000,,SSD,,2.5,SATA 6.0 Gb/s
90739,2000,0.051,SSD,,2.5,SATA 6.0 Gb/s
90740,4000,0.039,HDD,256,3.5,SATA 6.0 Gb/s
90741,240,0.108,SSD,,2.5,SATA 6.0 Gb/s
90742,1000,0.047,HDD,8,2.5,SATA 6.0 Gb/s
90743,1000,,SSD,,M.2-2280,M.2 PCIe 4.0 X4
90744,14000,0.028,HDD,512,3.5,SATA 6.0 Gb/s
90745,2000,0.13,SSD,,M.2-2280,M.2 PCIe 5.0 X4
90746,512,,SSD,,M.2-2280,M.2 PCIe 3.0 X4
90747,1000,0.08,SSD,,2.5,SATA 6.0 Gb/s
90748,200,4.53,SSD,,2.5,SATA 3.0 Gb/s
90749,120,,SSD,,2.5,SATA 6.0 Gb/s
90750,250,0.2,SSD,,M.2-2280,M.2 PCIe 3.0 X4
90751,1920,0.048,SSD,,2.5,SATA 6.0 Gb/s
90752,14000,0.015,HDD,256,3.5,SATA 6.0 Gb/s
90753,8000,0.021,HDD,256,3.5,SATA 6.0 Gb/s
90754,1000,0.1,SSD,,M.2-2280,M.2 PCIe 4.0 X4
90755,1000,0.15,SSD,,M.2-2280,M.2 PCIe 4.0 X4
90756,1000,0.075,SSD,,M.2-2280,M.2 PCIe 3.0 X4
90757,4000,0.082,SSD,,M.2-2280,M.2 PCIe 3.0 X4
90758,500,,SSD,,M.2-2280,M.2 PCIe 4.0 X4
90759,4000,0.085,SSD,,M.2-2280,M.2 PCIe 4.0 X4
90760,256,,SSD,,M.2-2280,M.2 PCIe 3.0 X4
90761,4000,0.067,SSD,,M.2-2280,M.2 PCIe 4.0 X4
90762,250,0.18,SSD,,M.2-2280,M.2 PCIe 4.0 X4
90763,2000,0.155,SSD,,M.2-2280,M.2 PCIe 4.0 X4
90764,2000,0.075,SSD,,M.2-2280,M.2 PCIe 4.0 X4
90765,1000,,SSD,1024,M.2-2280,M.2 PCIe 3.0 X4
90766,525,,SSD,,2.5,SATA 6.0 Gb/s
90767,1000,,5900,64,3.5,SATA 6.0 Gb/s
90768,250,0.135,SSD,,M.2-2280,M.2 PCIe 3.0 X4
90769,128,0.391,SSD,,M.2-2280,M.2 SATA
90770,1000,,SSD,,M.2-2280,M.2 PCIe 3.0 X4
90771,2048,0.083,SSD,,2.5,SATA 6.0 Gb/s
90772,4000,0.062,SSD,,M.2-2280,M.2 PCIe 4.0 X4
90773,2000,0.202,SSD,,M.2-2280,M.2 PCIe 4.0 X4
90774,128,0.148,SSD,,2.5,SATA 6.0 Gb/s
90775,2000,0.1,SSD,,M.2-2280,M.2 PCIe 4.0 X4
90776,1000,0.073,SSD,,M.2-2280,M.2 PCIe 4.0 X4
90777,256,0.102,SSD,,2.5,SATA 6.0 Gb/s
90778,12000,,HDD,256,3.5,SATA 6.0 Gb/s
90779,1000,0.365,SSD,,PCIe,PCIe x8
90780,2000,0.1,SSD,,2.5,SATA 6.0 Gb/s
90781,512,0.1,SSD,,M.2-2280,M.2 PCIe 3.0 X4
90782,4000,0.046,HDD,64,3.5,SATA 6.0 Gb/s
90783,8000,0.029,HDD,128,3.5,SATA 6.0 Gb/s
90784,1000,,SSD,,M.2-2280,M.2 PCIe 3.0 X4
90785,500,,SSD,,M.2-2280,M.2 PCIe 4.0 X4
