model_no,type,psu,side_panel,external_volume,internal_35_bays
11632,ATX Mid Tower,ATX,Tempered Glass,77.4,2
11633,ATX Mid Tower,ATX,Tempered Glass,52.1,2
11634,Mini ITX Desktop,SFX,Tempered Glass,20.3,2
11635,ATX Mid Tower,ATX,Tempered Glass,54,3
11636,ATX Mid Tower,ATX,Tempered Glass,,2
11637,Mini ITX Tower,SFX,Mesh,16.3,0
11638,ATX Mid Tower,ATX,Acrylic,38.5,4
11639,ATX Full Tower,ATX,Acrylic,68.6,6
11640,ATX Mid Tower,ATX,Acrylic,44.2,2
11641,ATX Mid Tower,ATX,Tempered Glass,44,2
11642,ATX Mid Tower,ATX,Tempered Glass,41.4,2
11643,MicroATX Mid Tower,ATX,Tempered Glass,34.4,2
11644,ATX Mid Tower,ATX,Tempered Glass,,3
11645,Mini ITX Desktop,SFX,,,0
11646,ATX Mid Tower,ATX,Tempered Glass,45.7,2
11647,ATX Mid Tower,ATX,Tempered Glass,62.6,5
11648,MicroATX Desktop,ATX,Mesh,32.8,2
11649,ATX Mid Tower,ATX,Tempered Glass,,1
11650,ATX Mid Tower,ATX,Tempered Glass,36.7,2
11651,ATX Mid Tower,ATX,Tempered Glass,,3
11652,ATX Full Tower,ATX,Tempered Glass,53.8,8
11653,ATX Mid Tower,ATX,Tempered Glass,49.4,2
11654,ATX Mid Tower,ATX,Acrylic,23.6,2
11655,Mini ITX Desktop,SFX,Tinted Tempered Glass,34.1,2
11656,ATX Mid Tower,ATX,Tempered Glass,54.7,2
11657,Mini ITX Tower,SFX,,4.7,0
11658,Mini ITX Tower,SFX,Acrylic,14.2,2
11659,ATX Mid Tower,ATX,Acrylic,53.3,8
11660,Mini ITX Desktop,SFX,Tinted Tempered Glass,34.1,2
11661,Mini ITX Tower,SFX,Tempered Glass,27.3,1
11662,ATX Full Tower,ATX,Tempered Glass,,4
11663,ATX Mid Tower,ATX,Tempered Glass,54.2,2
11664,ATX Mid Tower,ATX,Tempered Glass,58.6,4
11665,ATX Mid Tower,ATX,Tempered Glass,39.9,2
11666,ATX Mid Tower,ATX,Tempered Glass,,2
11667,MicroATX Mini Tower,ATX,Tempered Glass,21.9,1
11668,ATX Mid Tower,ATX,Tempered Glass,37.8,2
11669,MicroATX Mini Tower,ATX,,14.4,1
11670,ATX Mid Tower,ATX,Tempered Glass,41,2
11671,ATX Mid Tower,ATX,Tempered Glass,54.1,2
11672,ATX Mid Tower,ATX,Tempered Glass,32.1,1
11673,Mini ITX Tower,SFX,Mesh,13,0
11674,MicroATX Mini Tower,ATX,,,2
11675,ATX Mid Tower,ATX,Tempered Glass,35.8,2
11676,ATX Mid Tower,ATX,Tempered Glass,39.9,2
11677,MicroATX Desktop,ATX,,8.6,1
11678,Mini ITX Tower,SFX,,,1
11679,ATX Mid Tower,ATX,Acrylic,48.2,2
11680,Mini ITX Tower,SFX,Tinted Tempered Glass,,2
11681,ATX Mid Tower,ATX,Acrylic,36.4,4
11682,ATX Mid Tower,ATX,Acrylic,,3
11683,ATX Mid Tower,ATX,Acrylic,,4
11684,ATX Mid Tower,ATX,Acrylic,,3
11685,ATX Full Tower,ATX,Tinted Tempered Glass,,9
11686,ATX Mid Tower,ATX,Tempered Glass,,2
11687,MicroATX Mid Tower,ATX,Tempered Glass,,2
11688,ATX Mid Tower,ATX,Tempered Glass,,2
11689,MicroATX Mid Tower,ATX,Tempered Glass,27.3,2
11690,MicroATX Mid Tower,ATX,Tempered Glass,36.3,2
11691,ATX Mid Tower,ATX,Tempered Glass,46.4,2
11692,ATX Mid Tower,ATX,Tempered Glass,52.4,2
11693,HTPC,,Mesh,16,2
11694,ATX Mid Tower,ATX,Tempered Glass,,2
11695,ATX Mid Tower,ATX,Tempered Glass,52.8,4
11696,ATX Mid Tower,ATX,Tempered Glass,33.5,1
11697,ATX Mid Tower,ATX,Tempered Glass,,1
11698,ATX Mid Tower,ATX,Tempered Glass,65.5,2
11699,Mini ITX Tower,SFX,Tempered Glass,,0
11700,MicroATX Mini Tower,ATX,Tempered Glass,28.1,2
11701,ATX Mid Tower,ATX,Tempered Glass,56.4,2
11702,ATX Mid Tower,ATX,Tempered Glass,30.3,2
11703,ATX Mid Tower,ATX,Tempered Glass,35.4,2
11704,MicroATX Mini Tower,ATX,,35.4,2
11705,ATX Mid Tower,ATX,Tempered Glass,55.4,2
11706,ATX Mid Tower,ATX,Tempered Glass,54.2,1
11707,ATX Mid Tower,ATX,Tempered Glass,,2
11708,ATX Mid Tower,ATX,Tempered Glass,,2
11709,ATX Mid Tower,ATX,Tinted Tempered Glass,36,2
11710,ATX Mid Tower,ATX,Acrylic,73.7,3
11711,ATX Full Tower,ATX,Tempered Glass,144.3,4
11712,HTPC,,,22,1
11713,ATX Mid Tower,ATX,,71.5,5
11714,ATX Mid Tower,ATX,Acrylic,68,5
11715,ATX Mid Tower,ATX,Tempered Glass,57.5,2
11716,ATX Mid Tower,ATX,Acrylic,39.7,3
11717,ATX Mid Tower,ATX,Tinted Tempered Glass,36,2
11718,MicroATX Mini Tower,ATX,Acrylic,46.6,1
11719,MicroATX Mini Tower,ATX,Tempered Glass,31.5,2
11720,MicroATX Mid Tower,ATX,Tempered Glass,25.7,1
11721,ATX Full Tower,ATX,Tempered Glass,57.2,1
11722,ATX Mid Tower,ATX,Tempered Glass,43.1,2
11723,MicroATX Desktop,ATX,,21.2,0
11724,ATX Mid Tower,ATX,Tempered Glass,35.1,2
11725,Mini ITX Desktop,SFX,,,0
11726,ATX Mid Tower,ATX,Tempered Glass,60.8,2
11727,ATX Mid Tower,ATX,Tempered Glass,53.8,2
11728,ATX Mid Tower,ATX,Acrylic,50.4,2
11729,ATX Mid Tower,ATX,Tempered Glass,41.5,2
11730,ATX Mid Tower,ATX,,43.5,6
11731,ATX Full Tower,ATX,Tinted Tempered Glass,160.8,13
11732,ATX Mid Tower,ATX,Acrylic,51.5,3
11733,ATX Mid Tower,ATX,Tempered Glass,58.3,3
11734,ATX Mid Tower,ATX,Tempered Glass,,3
11735,ATX Mid Tower,ATX,Acrylic,79.3,6
11736,ATX Full Tower,ATX,Acrylic,92,6
11737,Mini ITX Desktop,SFX,,3.3,0
11738,MicroATX Mini Tower,ATX,,33.8,3
11739,ATX Full Tower,ATX,Acrylic,72.7,6
11740,ATX Mid Tower,ATX,Acrylic,61.6,7
11741,ATX Full Tower,ATX,Acrylic,75.3,8
11742,ATX Mid Tower,ATX,Acrylic,58.5,7
11743,ATX Mid Tower,ATX,Acrylic,43.8,5
11744,ATX Mid Tower,ATX,Acrylic,,6
11745,ATX Mid Tower,ATX,Tempered Glass,58.6,2
11746,ATX Mid Tower,ATX,Acrylic,38.3,3
11747,ATX Mid Tower,ATX,Tempered Glass,46.9,2
11748,ATX Mid Tower,ATX,Tempered Glass,46.7,2
11749,ATX Mid Tower,ATX,Tempered Glass,,2
11750,MicroATX Mini Tower,ATX,Tempered Glass,17.6,1
11751,ATX Mid Tower,ATX,,38.6,2
11752,ATX Desktop,ATX,Tempered Glass,48.6,2
11753,ATX Full Tower,ATX,Tempered Glass,87.3,4
11754,ATX Mid Tower,ATX,Tempered Glass,37.9,2
11755,Mini ITX Desktop,SFX,,,3
11756,MicroATX Mini Tower,ATX,Tempered Glass,51.6,3
11757,ATX Mid Tower,ATX,Tempered Glass,43.8,2
11758,ATX Mid Tower,ATX,Mesh,140.5,1
11759,MicroATX Mini Tower,ATX,,30.2,4
11760,ATX Mid Tower,ATX,Tempered Glass,58.8,2
11761,Mini ITX Tower,SFX,,17.2,1
11762,ATX Mid Tower,ATX,Tempered Glass,33.4,2
11763,ATX Mid Tower,ATX,Tempered Glass,51.4,2
11764,ATX Mid Tower,ATX,Tempered Glass,,2
11765,Mini ITX Desktop,SFX,,,0
11766,MicroATX Mini Tower,ATX,Tempered Glass,51.6,3
11767,ATX Mid Tower,ATX,Tempered Glass,54.7,2
11768,ATX Mid Tower,ATX,Tempered Glass,,2
11769,ATX Mid Tower,ATX,Tinted Tempered Glass,58.8,3
11770,Mini ITX Tower,SFX,,2.9,0
11771,MicroATX Slim,ATX,,16.2,1
11772,ATX Full Tower,ATX,,74.3,7
11773,Mini ITX Tower,SFX,,41,2
11774,ATX Mid Tower,ATX,Acrylic,38.4,3
11775,ATX Mid Tower,ATX,Tinted Tempered Glass,,5
11776,ATX Mid Tower,ATX,,,4
11777,Mini ITX Tower,SFX,Tinted Tempered Glass,24,1
11778,ATX Mid Tower,ATX,Tempered Glass,58.6,2
11779,ATX Mid Tower,ATX,Tempered Glass,41.3,3
11780,ATX Mid Tower,ATX,Tempered Glass,,2
11781,MicroATX Mini Tower,ATX,Tempered Glass,28.2,2
11782,Mini ITX Desktop,SFX,,16.7,1
11783,ATX Mid Tower,ATX,Tempered Glass,46.8,3
11784,MicroATX Mini Tower,ATX,,25,1
11785,MicroATX Mini Tower,ATX,Tempered Glass,,2
11786,Mini ITX Tower,SFX,Mesh,23.6,0
11787,ATX Mid Tower,ATX,,98.5,8
11788,MicroATX Desktop,ATX,,8.6,1
11789,ATX Mid Tower,ATX,Tempered Glass,38.6,2
11790,ATX Mid Tower,ATX,Tempered Glass,45.3,2
11791,MicroATX Mid Tower,ATX,Tempered Glass,69.1,2
11792,ATX Mid Tower,ATX,Tempered Glass,35.8,2
11793,ATX Mid Tower,ATX,Tempered Glass,41.4,2
11794,ATX Mid Tower,ATX,,36.1,2
11795,ATX Mid Tower,ATX,Tempered Glass,43.9,2
11796,Mini ITX Desktop,SFX,Tempered Glass,14.5,0
11797,ATX Mid Tower,ATX,,42,4
11798,ATX Mid Tower,ATX,,54.2,6
11799,ATX Mid Tower,ATX,Acrylic,,4
11800,ATX Full Tower,ATX,Acrylic,78.8,6
11801,ATX Mid Tower,ATX,Acrylic,,4
11802,ATX Full Tower,ATX,Tempered Glass,127.3,2
11803,ATX Mid Tower,ATX,Tempered Glass,,3
11804,ATX Mid Tower,ATX,Tempered Glass,44.8,2
11805,ATX Mid Tower,ATX,,56.7,6
11806,MicroATX Mid Tower,ATX,Tempered Glass,,2
11807,ATX Mid Tower,ATX,Tempered Glass,39.5,2
11808,ATX Mid Tower,ATX,Tempered Glass,60.5,2
11809,MicroATX Mini Tower,ATX,,19.2,2
11810,ATX Mid Tower,ATX,,42.6,3
11811,ATX Mid Tower,ATX,Tempered Glass,42.1,2
11812,Mini ITX Tower,SFX,,,1
11813,Mini ITX Tower,SFX,,7.5,1
11814,ATX Mid Tower,ATX,Tempered Glass,36.6,2
11815,ATX Mid Tower,ATX,Tempered Glass,38.9,2
11816,HTPC,,,22.4,4
11817,ATX Mid Tower,ATX,Mesh,37.8,2
11818,ATX Mid Tower,ATX,Tinted Tempered Glass,41,2
11819,ATX Full Tower,ATX,Tempered Glass,,4
11820,ATX Mid Tower,ATX,Tempered Glass,67.8,2
11821,ATX Mid Tower,ATX,Tempered Glass,49.5,3
11822,ATX Mid Tower,ATX,Tempered Glass,37,2
11823,ATX Mid Tower,ATX,,76,6
11824,ATX Mid Tower,ATX,,49.9,4
11825,ATX Full Tower,ATX,Acrylic,72.7,6
11826,ATX Mid Tower,ATX,Acrylic,45.1,4
11827,Mini ITX Desktop,SFX,Acrylic,,2
11828,ATX Mid Tower,ATX,Tinted Tempered Glass,45.9,2
11829,ATX Mid Tower,ATX,Tempered Glass,44.9,2
11830,ATX Full Tower,ATX,Tempered Glass,,4
11831,ATX Mid Tower,ATX,Tinted Tempered Glass,45.9,2
11832,Mini ITX Desktop,SFX,,23.8,1
11833,ATX Mid Tower,ATX,Tempered Glass,45.2,2
11834,MicroATX Mid Tower,ATX,Tempered Glass,,2
11835,Mini ITX Desktop,SFX,,,1
11836,MicroATX Mid Tower,ATX,Tempered Glass,69.1,2
11837,ATX Mid Tower,ATX,Tempered Glass,,2
11838,ATX Mid Tower,ATX,,,5
11839,ATX Mid Tower,ATX,Tinted Tempered Glass,58.8,3
11840,MicroATX Mini Tower,ATX,Tempered Glass,26.6,1
11841,ATX Mid Tower,ATX,Tempered Glass,43.6,2
11842,ATX Mid Tower,ATX,Tempered Glass,41.4,2
11843,MicroATX Mini Tower,ATX,,12.3,1
11844,MicroATX Mini Tower,ATX,,21.6,2
11845,ATX Full Tower,ATX,Acrylic,68.1,5
11846,ATX Desktop,ATX,,61.7,0
11847,Mini ITX Tower,SFX,Tinted Tempered Glass,,2
11848,ATX Mid Tower,ATX,,39.1,4
11849,ATX Mid Tower,ATX,Tempered Glass,,2
11850,ATX Mid Tower,ATX,Tempered Glass,58.6,2
11851,ATX Mid Tower,ATX,Acrylic,,2
11852,ATX Mid Tower,ATX,,,2
11853,ATX Mid Tower,ATX,Tempered Glass,,2
11854,ATX Mid Tower,ATX,Tempered Glass,,2
11855,ATX Mid Tower,ATX,Tempered Glass,,1
11856,MicroATX Mini Tower,ATX,,35.5,2
11857,MicroATX Mini Tower,ATX,Tempered Glass,37.4,2
11858,ATX Mid Tower,ATX,Acrylic,36.3,2
11859,ATX Mini Tower,ATX,Mesh,14.9,0
11860,Mini ITX Tower,SFX,Mesh,19.9,0
11861,ATX Mid Tower,ATX,Tempered Glass,41.9,2
11862,ATX Mid Tower,ATX,Tempered Glass,38.9,2
11863,MicroATX Desktop,ATX,,33.6,2
11864,MicroATX Mini Tower,ATX,Tempered Glass,,4
11865,ATX Mid Tower,ATX,Acrylic,42.3,3
11866,ATX Mid Tower,ATX,Tempered Glass,42,2
11867,ATX Mid Tower,ATX,Tempered Glass,50.5,2
11868,ATX Mid Tower,ATX,Tempered Glass,40,2
11869,ATX Mid Tower,ATX,Tempered Glass,,1
11870,ATX Mid Tower,ATX,Tempered Glass,40.5,2
11871,ATX Mid Tower,ATX,Acrylic,,2
11872,ATX Mid Tower,ATX,,54.9,6
11873,ATX Mid Tower,ATX,Tempered Glass,41.3,3
11874,Mini ITX Tower,SFX,Tempered Glass,21.8,0
11875,MicroATX Slim,ATX,,11.6,2
11876,ATX Mid Tower,ATX,Acrylic,42.4,8
11877,ATX Full Tower,ATX,Acrylic,97.2,5
11878,ATX Mid Tower,ATX,,54.9,6
11879,ATX Mid Tower,ATX,,57.7,6
11880,ATX Mid Tower,ATX,Acrylic,61.4,6
11881,MicroATX Mini Tower,ATX,,26.9,2
11882,ATX Full Tower,ATX,,,8
11883,ATX Mid Tower,ATX,Acrylic,53.3,8
11884,ATX Mid Tower,ATX,Acrylic,38.4,3
11885,ATX Mid Tower,ATX,Acrylic,42.4,3
11886,ATX Mid Tower,ATX,Tempered Glass,44.9,2
11887,MicroATX Mini Tower,ATX,Tinted Tempered Glass,41.7,2
11888,ATX Mid Tower,ATX,Tempered Glass,56.7,6
11889,ATX Mid Tower,ATX,Tempered Glass,71.4,2
11890,ATX Mid Tower,ATX,Tempered Glass,42.1,3
11891,ATX Mid Tower,ATX,Tempered Glass,,2
11892,ATX Mid Tower,ATX,Tempered Glass,,2
11893,ATX Mid Tower,ATX,Tempered Glass,55.5,2
11894,ATX Mid Tower,ATX,Tempered Glass,35,2
11895,ATX Mid Tower,ATX,Acrylic,27.7,2
11896,MicroATX Mini Tower,ATX,Mesh,40.7,1
11897,ATX Mid Tower,ATX,Tinted Tempered Glass,43.5,4
11898,Mini ITX Desktop,SFX,,22.3,2
11899,ATX Mid Tower,ATX,Tempered Glass,40.1,2
11900,ATX Mid Tower,ATX,Tempered Glass,37.6,2
11901,MicroATX Mid Tower,ATX,Tempered Glass,,2
11902,Mini ITX Desktop,SFX,,,1
11903,MicroATX Mini Tower,ATX,Tempered Glass,25.3,1
11904,Mini ITX Desktop,SFX,Mesh,7.1,0
11905,ATX Mid Tower,ATX,Mesh,52.4,3
11906,MicroATX Mid Tower,ATX,Tempered Glass,38.6,2
11907,MicroATX Mini Tower,ATX,,,6
11908,ATX Mid Tower,ATX,Tempered Glass,37.5,2
11909,ATX Mid Tower,ATX,Tempered Glass,,2
11910,ATX Mid Tower,ATX,Tempered Glass,49.4,2
11911,Mini ITX Desktop,SFX,,3.7,0
11912,ATX Mid Tower,ATX,Tempered Glass,80.1,2
11913,MicroATX Mini Tower,ATX,Tempered Glass,26,1
11914,Mini ITX Tower,SFX,Tempered Glass,27.3,1
11915,ATX Mid Tower,ATX,Acrylic,46.7,2
11916,ATX Mid Tower,ATX,Tempered Glass,,2
11917,MicroATX Mini Tower,ATX,Acrylic,,2
11918,MicroATX Mid Tower,ATX,Tempered Glass,31.9,2
11919,ATX Mid Tower,ATX,Tempered Glass,25.1,3
11920,ATX Mid Tower,ATX,Acrylic,64.7,5
11921,ATX Mid Tower,ATX,,44.2,5
11922,Mini ITX Tower,SFX,,36,5
11923,ATX Test Bench,ATX,,21.8,0
11924,ATX Mid Tower,ATX,Acrylic,,5
11925,Mini ITX Tower,SFX,,41,2
11926,ATX Mid Tower,ATX,Tinted Tempered Glass,45.9,2
11927,ATX Mid Tower,ATX,Acrylic,,3
11928,ATX Full Tower,ATX,Acrylic,82,7
11929,MicroATX Mini Tower,ATX,Acrylic,55.4,2
11930,ATX Mid Tower,ATX,Acrylic,60.2,2
11931,ATX Mid Tower,ATX,Tempered Glass,,3
11932,ATX Full Tower,ATX,Tempered Glass,87.7,2
11933,ATX Mid Tower,ATX,Tempered Glass,,2
11934,ATX Mid Tower,ATX,Acrylic,44,2
11935,ATX Mid Tower,ATX,Tempered Glass,41.3,2
11936,MicroATX Mini Tower,ATX,Tempered Glass,32.1,2
11937,ATX Mid Tower,ATX,Tempered Glass,43,2
11938,ATX Mid Tower,ATX,,38.6,2
11939,ATX Mid Tower,ATX,Tempered Glass,49.6,2
11940,Mini ITX Tower,SFX,Tempered Glass,45.1,2
11941,ATX Mid Tower,ATX,,51,9
11942,MicroATX Mid Tower,ATX,Tempered Glass,26.2,1
11943,ATX Mid Tower,ATX,Tempered Glass,45.5,2
11944,ATX Mid Tower,ATX,Tempered Glass,35.7,3
11945,ATX Mid Tower,ATX,Tempered Glass,,3
11946,ATX Mid Tower,ATX,Tempered Glass,55.7,6
11947,MicroATX Mini Tower,ATX,Tempered Glass,43.6,2
11948,ATX Mid Tower,ATX,Tempered Glass,49.1,2
11949,ATX Mid Tower,ATX,Tempered Glass,52.9,2
11950,Mini ITX Tower,SFX,Tempered Glass,,1
11951,ATX Mid Tower,ATX,Acrylic,30.3,2
11952,ATX Mid Tower,ATX,Tempered Glass,50,2
11953,ATX Mid Tower,ATX,Tempered Glass,47,4
11954,ATX Mid Tower,ATX,Tempered Glass,,2
11955,ATX Mid Tower,ATX,Tempered Glass,42.9,2
11956,ATX Mid Tower,ATX,Tempered Glass,40.7,2
11957,ATX Mid Tower,ATX,Tempered Glass,52.9,2
11958,ATX Mid Tower,ATX,Tempered Glass,50.7,2
11959,ATX Full Tower,ATX,Acrylic,97.2,5
11960,ATX Full Tower,ATX,,93.9,8
11961,ATX Mid Tower,ATX,,57.5,6
11962,HTPC,,,31.2,6
11963,MicroATX Mini Tower,ATX,,30.6,5
11964,ATX Full Tower,ATX,,,13
11965,ATX Mid Tower,ATX,Acrylic,44.8,4
11966,ATX Full Tower,ATX,Tinted Tempered Glass,72.4,6
11967,Mini ITX Tower,SFX,Acrylic,,3
11968,ATX Mid Tower,ATX,Acrylic,,4
11969,ATX Mid Tower,ATX,Acrylic,,3
11970,ATX Desktop,ATX,Acrylic,92.8,4
11971,ATX Mid Tower,ATX,Tempered Glass,,2
11972,ATX Mid Tower,ATX,Acrylic,80.1,2
11973,ATX Mid Tower,ATX,Tempered Glass,41.6,2
11974,ATX Full Tower,ATX,Acrylic,73.9,3
11975,ATX Full Tower,ATX,Tempered Glass,,6
11976,ATX Desktop,ATX,,,8
11977,ATX Mid Tower,ATX,Tempered Glass,,2
11978,ATX Full Tower,ATX,Tempered Glass,100.9,7
11979,ATX Mid Tower,ATX,Tempered Glass,,2
11980,Mini ITX Tower,SFX,Tempered Glass,21.8,0
11981,ATX Mid Tower,ATX,Tempered Glass,47.4,2
11982,ATX Mid Tower,ATX,Tempered Glass,44,2
11983,MicroATX Mini Tower,ATX,Tempered Glass,,2
11984,ATX Mid Tower,ATX,Tempered Glass,,2
11985,ATX Mid Tower,ATX,Tempered Glass,33.4,2
11986,ATX Mid Tower,ATX,Tempered Glass,66.9,2
11987,ATX Mid Tower,ATX,Acrylic,53.6,6
11988,MicroATX Mid Tower,ATX,Tempered Glass,,3
11989,ATX Mid Tower,ATX,,21.5,1
11990,ATX Mid Tower,ATX,Tempered Glass,42.5,2
11991,MicroATX Mini Tower,ATX,,31.4,5
11992,HTPC,,,27.4,2
11993,MicroATX Mini Tower,ATX,Tempered Glass,40.7,1
11994,Mini ITX Tower,SFX,Tempered Glass,22.8,1
11995,Mini ITX Desktop,SFX,Tempered Glass,22.3,2
11996,ATX Mid Tower,ATX,Tempered Glass,43.5,2
11997,ATX Full Tower,ATX,Tempered Glass,146.1,2
11998,ATX Mid Tower,ATX,Tempered Glass,,3
11999,ATX Mid Tower,ATX,Tempered Glass,97.2,1
12000,ATX Mid Tower,ATX,Tempered Glass,49.3,3
12001,Mini ITX Desktop,SFX,Acrylic,,1
12002,MicroATX Mid Tower,ATX,Tempered Glass,53.4,2
12003,ATX Mid Tower,ATX,Tempered Glass,32.5,2
12004,MicroATX Mini Tower,ATX,,26.9,1
12005,ATX Mid Tower,ATX,Acrylic,43.9,3
12006,MicroATX Mid Tower,ATX,Acrylic,36.1,2
12007,ATX Mid Tower,ATX,Tempered Glass,42.7,2
12008,HTPC,,,11.6,2
12009,MicroATX Mini Tower,ATX,Acrylic,41.1,6
12010,ATX Mid Tower,ATX,Acrylic,53.3,8
12011,ATX Mid Tower,ATX,Acrylic,38.4,4
12012,ATX Mid Tower,ATX,,54.2,8
12013,ATX Mid Tower,ATX,,,3
12014,Mini ITX Desktop,SFX,Acrylic,,2
12015,ATX Mid Tower,ATX,,,2
12016,ATX Full Tower,ATX,Acrylic,,8
12017,MicroATX Mini Tower,ATX,Acrylic,22.2,1
12018,ATX Mid Tower,ATX,Acrylic,,3
12019,MicroATX Mini Tower,ATX,Tempered Glass,36.9,1
12020,ATX Mid Tower,ATX,Tempered Glass,46.7,2
12021,ATX Mid Tower,ATX,Tempered Glass,,2
12022,ATX Full Tower,ATX,Tempered Glass,,4
12023,ATX Full Tower,ATX,Tempered Glass,137.6,5
12024,MicroATX Mini Tower,ATX,Tempered Glass,26.7,2
12025,MicroATX Mini Tower,ATX,Tempered Glass,36.2,2
12026,MicroATX Mid Tower,ATX,Tempered Glass,,2
12027,ATX Mid Tower,ATX,Tempered Glass,54.1,2
12028,ATX Mid Tower,ATX,Tempered Glass,45.2,2
12029,ATX Mid Tower,ATX,Tempered Glass,52.4,3
12030,ATX Mid Tower,ATX,Tempered Glass,33.7,2
12031,ATX Mid Tower,ATX,Tempered Glass,30.8,2
12032,ATX Mid Tower,ATX,Acrylic,59.1,8
12033,MicroATX Mid Tower,ATX,Tempered Glass,41.1,2
12034,ATX Mid Tower,ATX,Tempered Glass,,3
12035,MicroATX Mini Tower,ATX,Tempered Glass,35.7,2
12036,ATX Mid Tower,ATX,Tempered Glass,50,2
12037,MicroATX Mini Tower,ATX,Tempered Glass,,3
12038,ATX Mid Tower,ATX,Tempered Glass,43.3,2
12039,Mini ITX Desktop,SFX,,22.3,2
12040,Mini ITX Desktop,SFX,,,0
12041,ATX Mid Tower,ATX,,29.2,2
12042,ATX Mid Tower,ATX,Tempered Glass,31.6,3
12043,ATX Mid Tower,ATX,,,3
12044,Mini ITX Desktop,SFX,,10.6,0
12045,ATX Mid Tower,ATX,Tempered Glass,35.5,2
12046,ATX Mid Tower,ATX,Acrylic,50.4,2
12047,ATX Mid Tower,ATX,Tempered Glass,49.4,2
12048,ATX Mid Tower,ATX,Tempered Glass,62.6,5
12049,ATX Mid Tower,ATX,Tempered Glass,44.8,2
12050,ATX Mid Tower,ATX,Acrylic,63.5,3
12051,Mini ITX Desktop,SFX,Tinted Tempered Glass,16.7,1
12052,MicroATX Mini Tower,ATX,Tempered Glass,28.2,2
12053,ATX Mid Tower,ATX,Tempered Glass,51.6,2
12054,ATX Mid Tower,ATX,Tempered Glass,47.3,2
12055,ATX Full Tower,ATX,Acrylic,76.7,5
12056,ATX Mid Tower,ATX,,79.2,5
12057,ATX Mid Tower,ATX,Acrylic,48.3,5
12058,ATX Mid Tower,ATX,,47.9,7
12059,ATX Full Tower,ATX,Acrylic,92,6
12060,ATX Full Tower,ATX,Acrylic,78.8,6
12061,ATX Full Tower,ATX,Acrylic,68.6,6
12062,ATX Full Tower,ATX,Acrylic,72.4,6
12063,ATX Mid Tower,ATX,,,7
12064,Mini ITX Desktop,SFX,Acrylic,,2
12065,ATX Mid Tower,ATX,Tinted Acrylic,45.9,2
12066,ATX Mid Tower,ATX,Acrylic,,4
12067,ATX Mid Tower,ATX,,30.4,3
12068,ATX Mid Tower,ATX,Tinted Tempered Glass,36,2
12069,ATX Mid Tower,ATX,Tempered Glass,47.2,4
12070,ATX Mid Tower,ATX,Tempered Glass,37.3,2
12071,ATX Mid Tower,ATX,Tempered Glass,62.8,4
12072,ATX Mid Tower,ATX,,,2
12073,ATX Mid Tower,ATX,Tempered Glass,,2
12074,MicroATX Mid Tower,ATX,Tempered Glass,36.6,2
12075,MicroATX Mini Tower,ATX,Tempered Glass,21.9,1
12076,ATX Mid Tower,ATX,Tempered Glass,66.2,2
12077,MicroATX Desktop,ATX,Tempered Glass,25.3,1
12078,MicroATX Mid Tower,ATX,Tempered Glass,24.7,2
12079,ATX Mid Tower,ATX,Tempered Glass,50.6,2
12080,MicroATX Mini Tower,ATX,Tempered Glass,43.8,2
12081,ATX Mid Tower,ATX,Tempered Glass,37.8,3
12082,Mini ITX Tower,SFX,Acrylic,13.4,2
12083,ATX Mid Tower,ATX,Tinted Tempered Glass,57.5,6
12084,MicroATX Mini Tower,ATX,Tempered Glass,,2
12085,Mini ITX Desktop,SFX,,38.7,2
12086,ATX Mid Tower,ATX,Tempered Glass,56.8,2
12087,MicroATX Mini Tower,ATX,Tempered Glass,34,2
12088,ATX Mid Tower,ATX,Tempered Glass,42.3,2
12089,HTPC,,,21.4,2
12090,ATX Mid Tower,ATX,Tempered Glass,46.4,2
12091,ATX Mid Tower,ATX,Tempered Glass,39.7,2
12092,Mini ITX Tower,SFX,Tempered Glass,39.6,0
12093,Mini ITX Desktop,SFX,Tempered Glass,,1
12094,ATX Mid Tower,ATX,Tempered Glass,57.2,4
12095,ATX Mid Tower,ATX,Tinted Tempered Glass,50.5,3
12096,ATX Mid Tower,ATX,Tempered Glass,,2
12097,MicroATX Mini Tower,ATX,Tempered Glass,,2
12098,Mini ITX Tower,SFX,Mesh,20.4,0
12099,MicroATX Mini Tower,ATX,,19.2,2
12100,Mini ITX Desktop,SFX,Tempered Glass,16.6,1
12101,MicroATX Mini Tower,ATX,Tempered Glass,36.9,1
12102,MicroATX Mini Tower,ATX,Tempered Glass,,4
12103,ATX Mid Tower,ATX,Tempered Glass,43.3,2
12104,ATX Mid Tower,ATX,Tempered Glass,42.1,2
12105,MicroATX Slim,ATX,,12.9,1
12106,ATX Full Tower,ATX,Acrylic,76.5,5
12107,ATX Full Tower,ATX,,99.2,6
12108,ATX Mid Tower,ATX,,,5
12109,ATX Mid Tower,ATX,,42.4,8
12110,ATX Full Tower,ATX,Acrylic,81.3,6
12111,Mini ITX Tower,SFX,,6.6,0
12112,ATX Mid Tower,ATX,,56,8
12113,ATX Full Tower,ATX,Acrylic,92.8,6
12114,Mini ITX Tower,SFX,,10.6,0
12115,ATX Mid Tower,ATX,,,7
12116,ATX Full Tower,ATX,Acrylic,55.9,5
12117,ATX Full Tower,ATX,Tinted Tempered Glass,72.4,6
12118,MicroATX Mini Tower,ATX,,,2
12119,MicroATX Mid Tower,ATX,Acrylic,,5
